ID,상호명,주소,전화,웹사이트,이메일,업종,상태,등록일,최종발송일
497,(주)성흥종합건설,대한민국 인천광역시 연수구 연수1동 550-14,032-814-9180,,,종합건설회사,new,2026-05-24 11:29:48,
498,(주)신화종합건설,대한민국 인천광역시 미추홀구 주안8동,032-873-3223,,,종합건설회사,new,2026-05-24 11:29:48,
499,(주)다숲종합건설,대한민국 인천광역시 연수구 연수2동 596-6,032-818-0311,,,종합건설회사,new,2026-05-24 11:29:48,
500,대양종합건설,대한민국 인천광역시 남동구 간석2동 209-1,032-465-3330,http://www.dyarista.com/,dy3330@empas.com,종합건설회사,new,2026-05-24 11:29:48,
501,고려종합건설(주),대한민국 인천광역시 남동구 논현동 447-1,032-822-2541,,,종합건설회사,new,2026-05-24 11:29:48,
502,(주)대명종합건설,대한민국 인천광역시 연수구 송도동 3-1,032-833-8301,,,종합건설회사,new,2026-05-24 11:29:48,
503,(주)지엔씨종합건설,대한민국 인천광역시 미추홀구 용현동 139-5,032-873-9127,,,종합건설회사,new,2026-05-24 11:29:48,
504,성윤종합건설,대한민국 인천광역시 남동구 구월동 1359-1,032-423-4835,,,종합건설회사,new,2026-05-24 11:29:48,
505,(주)정진설비,대한민국 부산광역시,051-515-6851,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
506,기계설비건설관리사무실,대한민국 부산광역시 양정동 351-2번지 지하3층 부산진구 부산광역시 KR,,,,기계설비 전문건설,new,2026-05-24 11:29:48,
507,대한전문건설협회 부산광역시회,대한민국 부산광역시 부산진구 범천제1동 황령대로30번길 30,051-633-0260,http://www.kosca21.or.kr/,,기계설비 전문건설,new,2026-05-24 11:29:48,
508,금호기계설비공사,대한민국 부산광역시 사상구 주례제1동,051-327-8849,,,기계설비 전문건설,new,2026-05-24 11:29:48,
509,부산광역시 소방재난본부,대한민국 부산광역시 연제구 고분로 216,051-760-3000,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
510,(주)한국소방,대한민국 부산광역시 남구 용당동 번지 303호 477-1 광덕빌딜,051-644-9119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
511,(주)삼아에코빌,대한민국 부산광역시 해운대구 재송동 1210,070-4489-8109,http://www.samah-ecobil.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
512,(주)대영소방이엔지,대한민국 부산광역시 북구 금곡동 번지 202호 1116-2,070-8819-1119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
513,대영소방전문학원,대한민국 부산광역시 사상구 학감대로 252 수성빌딩 4층,051-334-6119,http://dyedu.co.kr/,dyedu24@naver.com,소방설비 설계 사무소,new,2026-05-24 11:29:48,
514,삼아설비,대한민국 부산광역시 남구 대연동 888-4,051-628-5590,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
515,부산전기공사,대한민국 부산광역시 해운대구 전층 아랫반송로59번길 58,010-5576-8009,https://www.busanelec.co.kr/,,전기 설비 설계,new,2026-05-24 11:29:48,
516,에이치엠이(주),대한민국 부산광역시 기장군 장안읍 장안산단로 43,051-709-9000,http://hme.kr/,sales@hyomyungeng.com,전기 설비 설계,new,2026-05-24 11:29:48,
517,삼호중전기,대한민국 부산광역시 사상구 괘법동 569-2,051-328-2522,http://www.shhe.co.kr/,samho2000@korea.com,전기 설비 설계,new,2026-05-24 11:29:48,
518,부산시스템에어컨,대한민국 부산광역시 해운대구 석대동 반송로 591-1,010-9610-7050,http://www.4air.co.kr/,tnghtls52@naver.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
519,에어컨설팅,대한민국 부산광역시 강서구 명지국제13로가길 1 에어컨설팅 1층,1566-9855,https://airconsulting.co.kr/,inc@airconsulting.co.kr,HVAC 설계 전문,new,2026-05-24 11:29:48,
520,에어컨설팅 해운대점,대한민국 부산광역시 해운대구 센텀2로 20,1566-9855,https://airconsulting.co.kr/,inc@airconsulting.co.kr,HVAC 설계 전문,new,2026-05-24 11:29:48,
521,(주)한미종합건축사사무소,대한민국 부산광역시 연제구 연산제4동 699-5,051-515-3302,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
522,부산전열교환기,대한민국 부산광역시 해운대구 반송로 591,010-9610-7050,https://www.4air.co.kr/,tnghtls52@naver.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
523,기산홈서비스,대한민국 부산광역시 강서구 신호산단2로 29 신호프라자 5층,010-8571-5363,https://naver.me/GCaoq1fC,kisan@kisanbio.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
524,하이에어코리아,대한민국 경상남도 김해시 진례면 고모로324번길 204 KR,055-340-5000,http://www.hiairkorea.co.kr/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
525,부산에어컨설치,대한민국 부산광역시 번지 B 동 2706호 KR 부산광역시 부산진구 전포동 880-1,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
526,(주)코벡엔지니어링,대한민국 서울특별시 금천구 가산디지털1로 212,02-2082-8899,https://kohvac.com/,kohvac@kohvac.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
527,부경시스템,대한민국 부산광역시 연제구 거제제3동 576-2,051-867-7290,http://bukyoung-system.com/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
528,비상건축BIM,대한민국 부산광역시 남구 수영로 312 1932호,010-8712-3931,https://bisangarchitects.co.kr/,bisang0626@naver.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
529,(주)일신설계종합건축사사무소,대한민국 부산광역시 동구 중앙대로320번길 3-2,051-462-4711,https://ilshinarch.co.kr/,ilshinarch77@naver.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
530,(주)상지엔지니어링건축사사무소,대한민국 부산광역시 중구 자갈치로 42,051-247-0208,http://new.sangji21c.co.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
531,대한건축사협회 부산광역시건축사회관,대한민국 부산광역시 부산진구 중앙대로 973,051-633-6677,http://www.bira.or.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
532,영탑종합건축사사무소,대한민국 부산광역시 동래구 사직동 89-17,051-501-1688,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
533,디엘에스 건축사사무소,대한민국 부산광역시 기장군 철마면 와여리 523-3,051-782-9147,http://www.archdls.com/,dls@archdls.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
534,건축사사무소 지음,대한민국 부산광역시 사하구 하단동 476-2 3층,051-791-0201,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
535,(주)건축사사무소지선재,대한민국 부산광역시 양정동 389-9번지 402호 부산진구 부산광역시 KR,051-867-8994,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
536,종합건축사사무소두레설계,대한민국 부산광역시 연제구 연산제5동 1310-36,051-852-2300,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
537,AD종합건축사사무소,대한민국 부산광역시 금정구 장전동 117 7번지,051-512-1532,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
538,흥우산업,대한민국 부산광역시,051-462-0161,http://heungwoo.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
539,(주)익수종합건설,대한민국 부산광역시 수영구 광안제4동 774-28,051-755-0940,,,종합건설 설계팀,new,2026-05-24 11:29:48,
540,(주)대상종합건설,대한민국 부산광역시 영도구 청학동 330-109,051-417-1159,,,종합건설 설계팀,new,2026-05-24 11:29:48,
541,조형종합건축설계사무소,대한민국 부산광역시 동구 범일동 321-27,051-242-0474,,,종합건설 설계팀,new,2026-05-24 11:29:48,
542,(주)케이시종합건설,대한민국 부산광역시 사직동 48-28번지 2층 동래구 부산광역시 KR,051-626-0850,,,종합건설 설계팀,new,2026-05-24 11:29:48,
543,예린종합건설(주),대한민국 부산광역시 우동 1454번지 507호 해운대구 부산광역시 KR,051-727-1975,,,종합건설 설계팀,new,2026-05-24 11:29:48,
544,(주)시공종합건축사사무소,대한민국 부산광역시 동구 1147-14 국제 오피스텔 1113 호,051-469-6101,,,종합건설 설계팀,new,2026-05-24 11:29:48,
545,(주)엔원종합건설,대한민국 부산광역시 수영구 수영로521번길 30 2층,1666-4690,http://www.n1con.com/,,종합건설 설계팀,new,2026-05-24 11:29:48,
546,(주)비스타종합건설,대한민국 부산광역시 기장군 철마면 고촌로34번길 22-12,051-996-3700,https://www.vistadesign.kr/,vistadesign@naver.com,종합건설 설계팀,new,2026-05-24 11:29:48,
547,혁진종합건축설계사무소,대한민국 부산광역시 동구 초량제3동 1154-3,051-464-1796,,,종합건설 설계팀,new,2026-05-24 11:29:48,
548,(주)구상설계종합건축사사무소,대한민국 부산광역시 부산진구 부전제1동 405-15,051-804-7292,,,종합건설 설계팀,new,2026-05-24 11:29:48,
549,금석종합건설(주),대한민국 부산광역시 금정구 구서제1동,051-515-8050,,,종합건설 설계팀,new,2026-05-24 11:29:48,
550,대승종합건설(주),대한민국 부산광역시 사하구 신평동 번지 2층 79-22,051-636-6761,,,종합건설 설계팀,new,2026-05-24 11:29:48,
551,(주)일성종합건설,대한민국 부산광역시 번지 B 동 101호 KR 부산광역시 사하구 당리동 345-8,051-816-1552,,,종합건설 설계팀,new,2026-05-24 11:29:48,
552,(주)일신설계종합건축사사무소,대한민국 부산광역시 동구 초량제3동,051-711-4713,https://www.ilshinarch.co.kr/,ilshinarch77@naver.com,종합건설 설계팀,new,2026-05-24 11:29:48,
553,(주)원우종합건설,대한민국 부산광역시 수영구 민락동 146-9번지 201호,051-759-7673,,,종합건설 설계팀,new,2026-05-24 11:29:48,
554,태양종합건설(주),대한민국 부산광역시 남구 문현동 815,051-631-7636,,,종합건설 설계팀,new,2026-05-24 11:29:48,
555,경동건설(주),대한민국 부산광역시 연제구 연산제2동 1985-12,051-865-1010,https://www.kyungdong.com/,,종합건설 설계팀,new,2026-05-24 11:29:48,
556,치호건축사사무소,대한민국 부산광역시 강서구 명지국제2로 41 POSCO 샤인오피스 306호,051-711-2397,https://chiho.co.kr/,info@luxefarer.com,건축 설계 사무소,new,2026-05-24 11:29:48,
557,도반건축사사무소,대한민국 부산광역시 서구 부민동2가 402호 부민빌딩,051-626-6261,https://brunch.co.kr/@kahn,email-kahn777@hanmail.net,건축 설계 사무소,new,2026-05-24 11:29:48,
558,청운건축사사무소,대한민국 부산광역시 해운대구 중제1동,051-742-7500,,,건축 설계 사무소,new,2026-05-24 11:29:48,
559,(주)에이도스건축사사무소,대한민국 부산광역시 해운대구 센텀중앙로90 큐비e센텀 1510호,051-758-6723,,,건축 설계 사무소,new,2026-05-24 11:29:48,
560,라인종합건축사사무소,대한민국 부산광역시 연제구 연산제5동 1385-2,051-803-8757,,,건축 설계 사무소,new,2026-05-24 11:29:48,
561,건축사사무소오드,대한민국 부산광역시 기장군 일광면 이천6길 7,051-728-6733,http://archiodd.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
562,한송건축사사무소,대한민국 부산광역시 금정구 금정로 213 1 승림빌딩 402호,051-702-4114,,,건축 설계 사무소,new,2026-05-24 11:29:48,
563,유가건축사사무소,대한민국 부산광역시 수영구 망미동 803-43,051-898-4764,https://uga.co.kr/,,건축 설계 사무소,new,2026-05-24 11:29:48,
564,송진호건축사사무소,대한민국 부산광역시 연제구 연산제6동 685-5,051-851-4171,,,건축 설계 사무소,new,2026-05-24 11:29:48,
565,이주건축사사무소,대한민국 부산광역시 부산진구 부전동 474-80,051-819-4538,,,건축 설계 사무소,new,2026-05-24 11:29:48,
566,목전건축사사무소,대한민국 부산광역시 해운대구 우동 1474,051-957-5311,,,건축 설계 사무소,new,2026-05-24 11:29:48,
567,(주)삼익엔지니어링 건축사사무소,대한민국 부산광역시 연제구 연산동 중앙대로1054번길 37 삼익엔지니어링 사옥,051-463-3355,,,건축 설계 사무소,new,2026-05-24 11:29:48,
568,건축사사무소 아익,대한민국 부산광역시 연제구 360-56,051-867-0407,https://aicstudio.co.kr/,aicstudio@naver.com,건축 설계 사무소,new,2026-05-24 11:29:48,
569,오연건축사사무소,대한민국 부산광역시 부산진구 전포대로 162,010-6259-9214,https://ohyeontree.wixsite.com/my-site,ohyeon.tree@gmail.com,건축 설계 사무소,new,2026-05-24 11:29:48,
570,(주)서원건축사사무소,대한민국 부산광역시 기장군 철마면 고촌리 220-1번지,051-441-5451,,,건축 설계 사무소,new,2026-05-24 11:29:48,
571,수근종합건설(주),대한민국 부산광역시 서구 토성동1가 51-1,051-256-3745,,,종합건설회사,new,2026-05-24 11:29:48,
572,(주)아람종합건설,대한민국 부산광역시 사하구 괴정제3동,051-207-9883,,,종합건설회사,new,2026-05-24 11:29:48,
573,마루종합건설(주),대한민국 부산광역시 남구 대연제6동 1794-1,051-464-5443,,,종합건설회사,new,2026-05-24 11:29:48,
574,(주)흥국종합건설,대한민국 부산광역시 기장군 기장읍 석산리 79-2,051-866-1381,,,종합건설회사,new,2026-05-24 11:29:48,
575,남경종합건설,대한민국 부산광역시 해운대구 우동 760-3,051-740-6226,,,종합건설회사,new,2026-05-24 11:29:48,
576,신화종합건설,대한민국 부산광역시 수영구 광안동 광남로 80,051-804-7123,http://www.sh-con.com/,,종합건설회사,new,2026-05-24 11:29:48,
577,(주)대가종합건설,대한민국 부산광역시 연제구 연산제5동 1259-4,051-863-9656,,,종합건설회사,new,2026-05-24 11:29:48,
578,천영종합건설(주),대한민국 부산광역시 기장군 일광면 동백리 33-2,051-728-0223,,,종합건설회사,new,2026-05-24 11:29:48,
579,연산종합건설(주),대한민국 부산광역시 동래구 온천제2동 964-3,051-553-1055,,,종합건설회사,new,2026-05-24 11:29:48,
580,능전종합건설(주),대한민국 부산광역시 사상구 주례제2동 166-17,051-323-9176,,,종합건설회사,new,2026-05-24 11:29:48,
581,해웅종합건설(주),대한민국 부산광역시 금정구 남산동 953-2,051-583-9112,,,종합건설회사,new,2026-05-24 11:29:48,
582,성무종합건설(주),대한민국 부산광역시 연제구 연산동 1123-3,051-862-0411,,,종합건설회사,new,2026-05-24 11:29:48,
583,삼안종합건설 주식회사,대한민국 부산광역시 연제구 연수로 113-1 803호,051-852-1566,,,종합건설회사,new,2026-05-24 11:29:48,
584,(주)온종합건설,대한민국 부산광역시 부산진구 가야대로 767,051-808-0904,,,종합건설회사,new,2026-05-24 11:29:48,
585,한평종합건설(주),대한민국 부산광역시 부산진구 양정제2동 336-18,051-851-4555,,,종합건설회사,new,2026-05-24 11:29:48,
586,(주)현종종합건설,대한민국 부산광역시 연제구 연산동 1499-31,051-751-0950,,,종합건설회사,new,2026-05-24 11:29:48,
587,건축사사무소신세계건축(주),대한민국 대구광역시 수성구 범어동 805-27,053-765-0469,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
588,상인건설기계,대한민국 대구광역시 달서구 진천동 239-22,053-633-8358,,,기계설비 전문건설,new,2026-05-24 11:29:48,
589,(주)합동소방설비,대한민국 대구광역시,053-558-9232,http://hd119.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
590,(주)제일소방방재 대구본사,대한민국 대구광역시 수성구 범안로 93,1644-3560,http://jeil9119.com/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
591,대구소방안전본부,대한민국 대구광역시 북구 칠성남로 112,053-350-4164,https://www.daegu.go.kr/119/index.do,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
592,한국방재,대한민국 대구광역시,053-754-6119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
593,(주)한국소방기구제작소,대한민국 대구광역시 서구 중리동 1155,053-564-0707,http://www.koreafire.com/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
594,수성소방서,대한민국 대구광역시 수성구 범물동 청호로 87,,http://www.daegu.go.kr/119/index.do?menu_id=00001497,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
595,(주)대구소방,대한민국 대구광역시,053-582-3119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
596,대한소방공사,대한민국 대구광역시 동구 신암5동,053-941-2119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
597,대구중부소방서,대한민국 대구광역시 중구 달구벌대로 1926,053-601-4517,https://www.daegu.go.kr/119/index.do?menu_id=00001467&servletPath=%2F119,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
598,(주)태성소방,대한민국 대구광역시 평리동 650-14번지 서구 대구광역시 KR,053-551-1191,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
599,세아전설(주),대한민국 대구광역시 북구 노원로 145,053-353-2449,http://www.saeaco.co.kr/,,전기 설비 설계,new,2026-05-24 11:29:48,
600,대구전기,대한민국 대구광역시 중구 교동 69-3,053-424-4957,,,전기 설비 설계,new,2026-05-24 11:29:48,
601,(주)준성이엔씨,대한민국 대구광역시 달서구 호산동 704-1,053-581-5819,http://www.junsungenc.com/,,배관 설계 전문,new,2026-05-24 11:29:48,
602,에이블디자인,대한민국 대구광역시 달서구 호산동로35남길 12 1층,010-9525-3822,http://instagram.com/abledesign_,able0818yt@gmail.com,배관 설계 전문,new,2026-05-24 11:29:48,
603,대구종합유통단지 산업용재관,대한민국 대구광역시 북구 산격동 1629,053-604-0700,http://www.dgtool.com/,,배관 설계 전문,new,2026-05-24 11:29:48,
604,해원ENG,대한민국 대구광역시 달성군 다사로9길 21-6,053-584-9504,http://www.hweng.co.kr/,hweng@hweng.co.kr,배관 설계 전문,new,2026-05-24 11:29:48,
605,대구누수공사,대한민국 대구광역시 수성구 연호동 달구벌대로 2855,010-6784-7777,https://blog.naver.com/daegunusu04,,배관 설계 전문,new,2026-05-24 11:29:48,
606,마중물공간디자인,대한민국 대구광역시 수성구 마중물 공간 디자인,053-763-2933,http://blog.naver.com/bim2013,,배관 설계 전문,new,2026-05-24 11:29:48,
607,한국디지털직업전문학교,"대한민국 대구광역시 동구 신암로 128 연곡빌딩 3층, 4층",053-951-9800,http://www.kcd.or.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
608,대기건설(주),대한민국 대구광역시 남구 대명동 781-8,053-626-0670,,,배관 설계 전문,new,2026-05-24 11:29:48,
609,거림테크(주),대한민국 대구광역시 달서구 성서4차첨단로 171,053-593-3003,http://www.georimtech.co.kr/,georimtech@geolim.co.kr,배관 설계 전문,new,2026-05-24 11:29:48,
610,영남기술직업전문학교,대한민국 대구광역시 달서구 달구벌대로251안길 15,053-427-3313,,,배관 설계 전문,new,2026-05-24 11:29:48,
611,영진직업전문학교,대한민국 대구광역시 동구 화랑로 525,053-983-8877,http://www.yjjob.or.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
612,(주)대영알앤티,대한민국 대구광역시 장동 333-2번지 달서구 대구광역시 KR,053-355-3930,,,배관 설계 전문,new,2026-05-24 11:29:48,
613,한국환경공단,대한민국 대구광역시 북구 복현1동 431-1,053-585-3870,https://www.keco.or.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
614,(주)대안공조,대한민국 대구광역시 달서구 용산동 번지 1층 513-6,1588-8907,http://대안공조.kr/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
615,에어컨 설치,대한민국 대구광역시 달서구 진천동 790-3,010-3532-2700,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
616,대구공조시스템,대한민국 대구광역시 북구 산격동 연암공원로 32-2,070-7007-2966,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
617,(주)디케이,대한민국 대구광역시 동구 검사동 991-28,053-964-0475,http://www.poard.co.kr/,dk_homepage@poard.co.kr,HVAC 설계 전문,new,2026-05-24 11:29:48,
618,대구에어컨설치,대한민국 대구광역시 남구 희망로 57,053-963-9361,http://대구에어컨설치.com/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
619,동명테크윈(주),대한민국 대구광역시 수성구 대흥동,053-593-0353,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
620,대구비계,대한민국 대구광역시 달서구 장기로 160,054-474-4341,,,플랜트 배관 설계,new,2026-05-24 11:29:48,
621,에이스플랜트(주),대한민국 경상남도 창원시 마산회원구 3.15대로 521 KR 에이스빌딩 2층,055-288-7836,http://www.aceplant.co.kr/,contact@aceplant.co.kr,플랜트 배관 설계,new,2026-05-24 11:29:48,
622,보람건축사사무소,대한민국 대구광역시 서구 평리동 1217-2,053-566-8512,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
623,ARAW Architects 아라우 건축사사무소,대한민국 대구광역시 수성구 수성로 300 2층,070-4262-3566,https://www.instagram.com/araw_architects/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
624,진성건축사사무소,대한민국 대구광역시 수성구 범어동 136 8번지,,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
625,OFFICEARCHITEKTON(건축사사무소아키텍톤),대한민국 대구광역시 중구 명륜로 39,053-254-0314,http://www.architekton.kr/,office@architekton.kr,건축사사무소 BIM,new,2026-05-24 11:29:48,
626,이인건축,대한민국 대구광역시 중구 태평로 257 2층,053-424-0854,https://www.ein-arch.com/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
627,건축사사무소 소신,대한민국 대구광역시 달성군 다사읍 세천로 108 203호,,http://www.soseen.co.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
628,대한건축사협회 대구건축사회,대한민국 대구광역시 수성구 국채보상로 870,053-753-8980,http://diora.kira.or.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
629,지호건축사사무소,대한민국 대구광역시 수성구 범어동 번지 4층 786-4,,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
630,도성건축사사무소,대한민국 대구광역시 동구 동호동 98-1,053-965-2030,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
631,세화건축사사무소,대한민국 대구광역시,053-424-0234,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
632,이든건축기능학원,대한민국 대구광역시 달서구 성서동로 323 4층,010-6565-6891,http://이든건축학원.com/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
633,(주)대구건축디자인,대한민국 대구광역시 동구 동대구로 451,053-313-4422,http://withdb.co.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
634,대한건설협회 대구광역시회,대한민국 대구광역시,053-751-6601,http://www.kosca22.or.kr/,a@b.com,건설사 BIM 담당,new,2026-05-24 11:29:48,
635,대구시민안전테마파크,대한민국 대구광역시 동구 팔공산로 1155,053-980-7777,https://www.daegu.go.kr/safe119/index.do,,건설사 BIM 담당,new,2026-05-24 11:29:48,
636,대한전문건설협회,대한민국 대구광역시 동구 신천4동 356-5,053-754-4411,https://www.kosca.or.kr/,a@b.com,건설사 BIM 담당,new,2026-05-24 11:29:48,
637,종합건설,대한민국 대구광역시,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
638,대구광역시청 동인청사,대한민국 대구광역시 중구 공평로 88,053-120,https://www.daegu.go.kr/index.do,,건설사 BIM 담당,new,2026-05-24 11:29:48,
639,종합건설,대한민국 대구광역시 동구 효목동 337번지 101동 408호,053-765-9888,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
640,한국건설기술인협회 대구지회,대한민국 대구광역시 동구 동대구로 441 영남타워 4층,053-756-4106,https://homenet.kocea.or.kr:1443/home/index.do,accounting@kocea.or.kr,건설사 BIM 담당,new,2026-05-24 11:29:48,
641,도시주택건설(주),대한민국 대구광역시 동구 입석동,053-217-7040,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
642,중구청,대한민국 대구광역시 중구 국채보상로 1,053-661-2000,https://www.jung.daegu.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
643,대도토건(주),대한민국 대구광역시 수성구 두산동 739-3,053-784-5300,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
644,대구광역시 산격청사,대한민국 대구광역시 북구 연암로 40,053-803-8986,https://www.daegu.go.kr/index.do,,건설사 BIM 담당,new,2026-05-24 11:29:48,
645,대구직업전문학교,대한민국 대구광역시 북구 칠성남로 167,053-350-1000,http://www.tg.or.kr/,help@wooripage.co.kr,건설사 BIM 담당,new,2026-05-24 11:29:48,
646,경북산업직업전문학교,대한민국 대구광역시 동구 동부로 121,053-751-7755,http://www.kb.or.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
647,주택,대한민국 대구광역시 상인동 1406-3번지 달서구 대구광역시 KR,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
648,동구청,대한민국 대구광역시 동구 아양로 207,053-662-2000,http://www.dong.daegu.kr/,sootnee@korea.kr,건설사 BIM 담당,new,2026-05-24 11:29:48,
649,대구광역시 도시관리본부,대한민국 대구광역시 달서구 성서공단로 58,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
650,신천교,대한민국 대구광역시 중구 동인동3가,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
651,(주)종합건축사사무소건원,대한민국 서울특별시 서초구 효령로 267,02-3467-3111,http://www.kunwon.com/,webmaster@kunwon.com,건설사 BIM 담당,new,2026-05-24 11:29:48,
652,(주)태한종합건설,대한민국 대구광역시 달성군 구지면 응암리,053-617-8860,,,종합건설 설계팀,new,2026-05-24 11:29:48,
653,수미가종합건설,대한민국 대구광역시 수성구 지범로1길 8 4 층,070-5221-1797,https://sumica.co.kr/,sumica150617@gmail.com,종합건설 설계팀,new,2026-05-24 11:29:48,
654,(주)삼원종합건축사사무소,대한민국 대구광역시 중구 동인동2가 57-9,053-425-1931,,,종합건설 설계팀,new,2026-05-24 11:29:48,
655,종합건축,대한민국 대구광역시 범어동 134-31번지 1호 수성구 대구광역시 KR,,,,종합건설 설계팀,new,2026-05-24 11:29:48,
656,삼아건설(주),대한민국 대구광역시 중구 대봉동 44-30,053-424-1552,http://www.sama70.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
657,(주)장성건설,대한민국 대구광역시 수성구 범어4동 달구벌대로504길 22,053-587-6008,,,종합건설 설계팀,new,2026-05-24 11:29:48,
658,동양종합건설(주),대한민국 대구광역시,053-562-4400,,,종합건설 설계팀,new,2026-05-24 11:29:48,
659,(주)선우종합건설,대한민국 대구광역시,053-654-1038,,,종합건설 설계팀,new,2026-05-24 11:29:48,
660,(주)서연종합건설,대한민국 대구광역시,053-639-6831,,,종합건설 설계팀,new,2026-05-24 11:29:48,
661,(주)미도종합건설,대한민국 대구광역시,053-742-8181,,,종합건설 설계팀,new,2026-05-24 11:29:48,
662,(주)이현종합건설,대한민국 대구광역시 수성구 지산1동 989-4,053-784-8929,,,종합건설 설계팀,new,2026-05-24 11:29:48,
663,올가건축디자인,대한민국 대구광역시 중구 국채보상로151길 105 금화빌딩 3층,053-741-6937,,,종합건설 설계팀,new,2026-05-24 11:29:48,
664,유창건설(주),대한민국 대구광역시 수성구 중동 116-1,053-761-0402,,,종합건설 설계팀,new,2026-05-24 11:29:48,
665,한영토목설계,대한민국 대구광역시 군위읍 도군로 2729 2층,010-3518-8472,,,종합건설 설계팀,new,2026-05-24 11:29:48,
666,대구비계공사,대한민국 대구광역시 107ehd509gh 달서구 대구광역시 KR,010-3310-6789,,,종합건설 설계팀,new,2026-05-24 11:29:48,
667,(주)동진종합건설,대한민국 대구광역시 달서구 대곡동 90-4,053-636-8763,,,종합건설 설계팀,new,2026-05-24 11:29:48,
668,디멘션조경설계사무소,대한민국 대구광역시 본동 1135-3번지 달서구 대구광역시 KR,053-7649-4567,,,종합건설 설계팀,new,2026-05-24 11:29:48,
669,신한남건축사사무소,대한민국 대구광역시 중구 대봉1동 동덕로 16 COSMOS빌딩 7층,053-424-6778,http://www.shn21.co.kr/,mail@shn21.co,건축 설계 사무소,new,2026-05-24 11:29:48,
670,(주)토담건축사사무소,대한민국 대구광역시 중구 삼덕동3가 269-1,053-421-0055,,,건축 설계 사무소,new,2026-05-24 11:29:48,
671,(주)서전건축사사무소,대한민국 대구광역시 달서구 호산동 715-8,053-588-2091,,,건축 설계 사무소,new,2026-05-24 11:29:48,
